Iso,City,Composer,Work,Start Date,Performances
de,Gut Immling,Verdi,La traviata,2013-06-15,8
de,Göttingen,Handel,Siroe,2013-05-10,6
de,Güstrow,Zaufke,Cinderella passt was nicht,2012-12-09,2
de,Gütersloh,Bizet,Carmen,2012-11-05,1
de,Gütersloh,Bizet,Carmen,2012-11-15,1
de,Gütersloh,Humperdinck,Hansel und Gretel,2012-12-08,1
de,Gütersloh,Verdi,Il trovatore,2013-04-28,2
de,Gütersloh,Verdi,Macbeth,2013-02-02,1
de,Gütersloh,Verdi,Macbeth,2013-04-24,1
de,Hagen,Bizet,Carmen,2013-06-08,6
de,Hagen,Lortzing,Der Wildschutz,2013-03-02,12
de,Hagen,Mozart,Don Giovanni,2012-10-07,7
de,Hagen,Offenbach,La Grande-Duchesse de Gerolstein,2013-01-12,14
de,Hagen,Ruders,Dancer in the Dark,2013-04-13,11
de,Hagen,Verdi,Don Carlos,2012-11-10,12
de,Hagen,Weill,Die Dreigroschenoper,2013-06-23,4
de,Halle,Handel,Alcina,2012-10-26,5
de,Halle,Handel,Almira,2013-06-07,3
de,Halle,Humperdinck,Hansel und Gretel,2012-10-12,3
de,Halle,"Kalman, E",Grafin Mariza,2013-03-24,4
de,Halle,Offenbach,Monsieur Choufleuri,2013-05-01,3
de,Halle,"Strauss, J",Die Fledermaus,2012-11-04,6
de,Halle,Telemann,Der geduldige Sokrates,2013-01-26,6
de,Halle,Verdi,Macbeth,2013-06-08,2
de,Halle,Verdi,Nabucco,2013-04-05,8
de,Halle,"Wagner, Richard",Das Rheingold,2013-03-03,1
de,Halle,"Wagner, Richard",Die Walkure,2013-01-13,4
de,Halle,"Wagner, Richard",Gotterdammerung,2013-02-23,3
de,Halle,"Wagner, Richard",Siegfried,2013-03-07,1
de,Hamburg,Bedford,Seven Angels,2013-06-21,6
de,Hamburg,Bizet,Carmen,2012-12-01,6
de,Hamburg,Borodin,Prince Igor,2012-09-15,6
de,Hamburg,Britten,Gloriana,2013-03-24,6
de,Hamburg,Donizetti,Don Pasquale,2012-09-14,15
de,Hamburg,Donizetti,L'elisir d'amore,2013-05-21,4
de,Hamburg,Donizetti,La Fille du regiment,2013-05-11,3
de,Hamburg,Gounod,Faust,2013-04-16,5
de,Hamburg,Handel,Tolomeo,2013-05-05,1
de,Hamburg,Handel,Tolomeo,2013-08-09,1
de,Hamburg,Humperdinck,Hansel und Gretel,2012-12-09,5
de,Hamburg,Jenkins,Eloise,2013-02-03,13
de,Hamburg,Leoncavallo,Pagliacci,2012-10-30,49
de,Hamburg,Massenet,Thais,2013-04-06,2
de,Hamburg,Mayr,Che originali!,2013-02-27,43
de,Hamburg,Mozart,Cosi fan tutte,2013-02-19,4
de,Hamburg,Mozart,Die Zauberflote,2012-11-21,10
de,Hamburg,Mozart,Don Giovanni,2012-10-10,8
de,Hamburg,Mozart,Le nozze di Figaro,2012-09-22,6
de,Hamburg,Mozart,Le nozze di Figaro,2013-04-20,2
de,Hamburg,Mozart,Le nozze di Figaro,2013-08-10,1
de,Hamburg,Offenbach,Les contes d'Hoffmann,2012-12-22,5
de,Hamburg,Puccini,La boheme,2013-01-31,6
de,Hamburg,Puccini,Madama Butterfly,2012-11-11,8
de,Hamburg,Puccini,Manon Lescaut,2012-12-06,7
de,Hamburg,Puccini,Tosca,2013-02-01,4
de,Hamburg,Puccini,Tosca,2013-08-30,1
de,Hamburg,Reimann,I am your opus,2012-11-04,3
de,Hamburg,Rossini,La cenerentola,2013-01-22,7
de,Hamburg,Sciarrino,Vanitas,2012-11-24,3
de,Hamburg,"Strauss, J",Die Fledermaus,2012-12-25,7
de,Hamburg,"Strauss, J",Die Fledermaus,2012-12-31,26
de,Hamburg,"Strauss, R",Ariadne auf Naxos,2012-10-20,7
de,Hamburg,Telemann,Flavius Bertaridus,2012-12-08,3
de,Hamburg,Verdi,Don Carlos,2013-01-20,4
de,Hamburg,Verdi,Falstaff,2012-10-24,5
de,Hamburg,Verdi,La traviata,2013-02-17,10
de,Hamburg,Verdi,La traviata,2013-04-04,3
de,Hamburg,Verdi,La traviata,2013-08-23,1
de,Hamburg,Verdi,Rigoletto,2013-04-04,1
de,Hamburg,"Wagner, Richard",Das Rheingold,2013-05-26,1
de,Hamburg,"Wagner, Richard",Der fliegende Hollander,2012-11-13,5
de,Hamburg,"Wagner, Richard",Die Meistersinger von Nurnberg,2013-04-07,5
de,Hamburg,"Wagner, Richard",Die Walkure,2013-05-28,1
de,Hamburg,"Wagner, Richard",Gotterdammerung,2013-06-02,1
de,Hamburg,"Wagner, Richard",Lohengrin,2013-05-12,1
de,Hamburg,"Wagner, Richard",Parsifal,2013-05-19,1
de,Hamburg,"Wagner, Richard","Rienzi, der letzte der Tribunen",2013-01-13,3
de,Hamburg,"Wagner, Richard",Siegfried,2013-05-31,1
de,Hamburg,"Wagner, Richard",Tannhauser,2012-10-07,5
de,Hamburg,"Wagner, Richard",Tristan und Isolde,2013-05-14,1
de,Hamburg,"Wagner, Richard",Tristan und Isolde,2013-05-31,2
de,Hamburg,"Wagner, Richard",Tristan und Isolde,2013-08-30,1
de,Hameln,Straus,Ein Walzertraum,2012-12-26,1
de,Hameln,Verdi,Macbeth,2013-04-27,1
de,Hannover,Androsch,Freunde!,2012-11-09,5
de,Hannover,Bizet,Carmen,2013-06-14,3
de,Hannover,Donizetti,Don Pasquale,2013-01-19,2
de,Hannover,Gassmann,L'opera seria,2012-09-09,7
de,Hannover,Gassmann,L'opera seria,2013-08-24,2
de,Hannover,Humperdinck,Hansel und Gretel,2012-12-05,10
de,Hannover,Mozart,Cosi fan tutte,2012-12-22,14
de,Hannover,Puccini,Gianni Schicchi,2013-04-27,4
de,Hannover,Puccini,Il tabarro,2013-04-27,4
de,Hannover,Puccini,Madama Butterfly,2012-11-11,6
de,Hannover,Puccini,Suor Angelica,2013-04-27,4
de,Hannover,Rossini,Il barbiere di Siviglia,2012-10-24,7
de,Hannover,Rossini,Il viaggio a Reims,2012-11-29,4
de,Hannover,Rushton,Im Schatten des Maulbeerbaums,2013-04-06,9
de,Hannover,Shostakovich,Lady Macbeth of Mtsensk,2012-10-21,8
de,Hannover,"Strauss, J",Eine Nacht in Venedig,2013-05-11,2
de,Hannover,Tarkmann,Rauber Hotzenplotz,2013-02-03,3
de,Hannover,"Tchaikovsky, P",Eugene Onegin,2013-04-14,11
de,Hannover,Trojahn,Orest,2013-02-08,8
de,Hannover,Verdi,Don Carlos,2013-01-18,4
de,Hannover,Verdi,La traviata,2013-02-16,5
de,Hannover,Verdi,Rigoletto,2013-06-20,2
de,Hannover,"Wagner, Richard",Die Meistersinger von Nurnberg,2013-06-08,4
de,Heidelberg,Bizet,Carmen,2013-07-06,5
de,Heidelberg,Mozart,Die Entfuhrung aus dem Serail,2012-12-22,11
de,Heidelberg,Porpora,Polifemo,2012-12-07,9
de,Heidelberg,Rihm,Dionysos,2013-02-08,7
de,Heidelberg,"Strauss, J",Die Fledermaus,2013-04-07,7
de,Heidelberg,"Tchaikovsky, P",Mazepa,2012-11-24,9
de,Heidelberg,Verdi,Un ballo in maschera,2013-06-02,6
de,Heidenheim,Puccini,Turandot,2013-07-05,8
de,Heilbronn,Flotow,Martha,2013-01-17,11
de,Heilbronn,Handel,Saul,2013-02-09,4
de,Heilbronn,Mozart,Die Entfuhrung aus dem Serail,2012-10-07,10
de,Heilbronn,"Wilson, I",Minsk,2013-03-03,4
de,Hellerau,Mello,Pills or Serenades,2013-03-23,1
de,Herford,Bizet,Carmen,2012-11-10,1
de,Herford,"Zeller, C",Der Vogelhandler,2013-03-10,1
de,Hildesheim,Donizetti,Don Pasquale,2012-09-08,8
de,Hildesheim,Lehar,Das Land des Lachelns,2012-12-01,2
de,Hildesheim,Puccini,La boheme,2012-10-28,4
de,Hildesheim,"Strauss, J",Eine Nacht in Venedig,2013-02-09,9
de,Hildesheim,Straus,Ein Walzertraum,2012-10-19,6
de,Hildesheim,"Tchaikovsky, P",Eugene Onegin,2012-10-13,9
de,Hildesheim,"Wagner, Richard",Der fliegende Hollander,2013-03-30,6
de,Hof,Beethoven,Fidelio,2012-09-21,11
de,Hof,Donizetti,L'elisir d'amore,2013-06-08,14
de,Hof,Korngold,Die tote Stadt,2013-03-08,10
de,Hof,Schubert,Winterreise,2012-12-03,1
de,Itzehoe,Puccini,La boheme,2013-01-12,1
de,Itzehoe,Rossini,Il barbiere di Siviglia,2012-10-25,1
de,Itzehoe,Straus,Ein Walzertraum,2012-10-21,1
de,Itzehoe,Weill,Aufstieg und Fall der Stadt Mahagonny,2013-04-17,1
de,Itzehoe,"Zeller, C",Der Vogelhandler,2012-11-25,1
de,Kaiserslautern,Benatzky,Im weissen Rossl,2012-11-03,13
de,Kaiserslautern,Berg,Wozzeck,2013-03-02,6
de,Kaiserslautern,Britten,Death in Venice,2013-06-14,5
de,Kaiserslautern,Mozart,Cosi fan tutte,2013-04-20,8
de,Kaiserslautern,Rossini,Guillaume Tell,2012-09-22,9
de,Kaiserslautern,Verdi,Nabucco,2013-01-19,9
de,Kaiserslautern,Verdi,Requiem,2013-03-24,2
de,Karlsruhe,Barry,The Triumph of Beauty and Deceit,2013-02-16,4
de,Karlsruhe,Berlioz,Les troyens,2013-01-13,4
de,Karlsruhe,Bizet,Carmen,2012-11-03,11
de,Karlsruhe,Britten,Peter Grimes,2013-07-06,3
de,Karlsruhe,Delius,A Village Romeo and Juliet,2012-10-14,5
de,Karlsruhe,Donizetti,La Fille du regiment,2013-04-20,8
de,Karlsruhe,Handel,Alessandro,2013-02-20,3
de,Karlsruhe,Handel,Il trionfo del tempo e del disinganno,2013-02-16,4
de,Karlsruhe,Humperdinck,Hansel und Gretel,2012-11-24,5
de,Karlsruhe,Kunneke,Der Vetter aus Dingsda,2012-12-08,18
de,Karlsruhe,Mozart,Die Zauberflote,2012-12-25,4
de,Karlsruhe,Mozart,Le nozze di Figaro,2013-06-22,4
de,Karlsruhe,Offenbach,Barbe-bleue,2012-09-23,4
de,Karlsruhe,Puccini,Tosca,2013-03-09,2
de,Karlsruhe,Schwemmer,Robin Hood,2013-03-03,1
de,Karlsruhe,Spontini,La vestale,2013-01-26,10
de,Karlsruhe,Tuur,Wallenberg,2012-10-26,4
de,Karlsruhe,Verdi,Rigoletto,2012-10-10,3
de,Karlsruhe,Vollmer,Border,2013-04-17,10
de,Karlsruhe,"Wagner, Richard",Das Rheingold,2013-03-27,1
de,Karlsruhe,"Wagner, Richard",Die Walkure,2013-03-28,1
de,Karlsruhe,"Wagner, Richard",Gotterdammerung,2013-04-01,1
de,Karlsruhe,"Wagner, Richard",Siegfried,2013-03-30,1
de,Karlsruhe,"Wagner, Richard",Tannhauser,2012-10-07,10
de,Karlsruhe,Weinberg,Die Passagierin,2013-05-18,5
de,Kassel,Beethoven,Fidelio,2012-09-22,15
de,Kassel,Britten,A Midsummer Night's Dream,2012-09-26,6
de,Kassel,Britten,The Turn of the Screw,2013-06-15,5
de,Kassel,Henze,Orpheus,2012-09-15,7
de,Kassel,Humperdinck,Hansel und Gretel,2012-12-13,5
de,Kassel,"Kalman, E",Die Csardasfurstin,2012-10-27,23
de,Kassel,Mitterer,Das tapfere Schneiderlein,2012-11-03,10
de,Kassel,Mozart,Cosi fan tutte,2012-12-08,13
de,Kassel,Mozart,Die Zauberflote,2013-01-12,7
de,Kassel,Verdi,Otello,2013-02-02,4
de,Kassel,Vivaldi,L'olimpiade,2013-03-09,10
de,Kassel,"Wagner, Richard",Tannhauser,2013-04-16,9
de,Kiel,Benatzky,Im weissen Rossl,2012-09-09,18
de,Kiel,Halffter,Schachnovelle,2013-05-18,6
de,Kiel,Handel,Agrippina,2012-11-10,13
de,Kiel,Mozart,Die Zauberflote,2012-10-20,4
de,Kiel,Mozart,Don Giovanni,2013-03-09,12
de,Kiel,Poulenc,La Voix humaine,2012-11-05,2
de,Kiel,Verdi,Il trovatore,2013-08-17,8
de,Kiel,Verdi,La traviata,2012-09-29,16
de,Kiel,"Wagner, Richard",Der fliegende Hollander,2013-01-26,11
de,Kiel,"Wilden, B",Pit und Paula,2013-04-05,6
de,Koblenz,Humperdinck,Hansel und Gretel,2013-02-23,11
de,Koblenz,Mozart,Die Entfuhrung aus dem Serail,2012-11-18,8
de,Koblenz,Mozart,Die Zauberflote,2012-12-22,5
de,Koblenz,Stravinsky,The Rake's Progress,2012-11-10,10
de,Koblenz,Verdi,Rigoletto,2013-04-27,11
de,Koblenz,"Wagner, Richard",Der fliegende Hollander,2013-06-01,3
de,Koblenz,Weill,Die Dreigroschenoper,2013-04-13,4
de,Koblenz,"Zimmermann, U",Weisse Rose,2013-03-26,8
de,Konstanz,Leoncavallo,Pagliacci,2013-08-14,5
de,Krefeld,Lehar,Das Land des Lachelns,2012-12-08,10
de,Krefeld,Mozart,Le nozze di Figaro,2013-02-02,11
de,Krefeld,"Strauss, J",Die Fledermaus,2012-12-15,9
de,Krefeld,Straus,Lustigen Nibelungen,2012-11-06,8
de,Krefeld,"Tchaikovsky, P",Mazepa,2012-11-03,5
de,Krefeld,"Wagner, Richard","Rienzi, der letzte der Tribunen",2013-03-09,9
de,Köln,Beethoven,Fidelio,2012-11-18,6
de,Köln,Britten,The Turn of the Screw,2013-03-17,6
de,Köln,Donizetti,Anna Bolena,2013-02-17,8
de,Köln,Mozart,Cosi fan tutte,2012-11-24,10
de,Köln,Mozart,Die Entfuhrung aus dem Serail,2013-06-09,6
de,Köln,Mozart,La clemenza di Tito,2012-12-15,6
de,Köln,Mozart,Le nozze di Figaro,2012-10-12,10
de,Köln,Offenbach,Orphee aux enfers,2013-06-14,8
de,Köln,Puccini,Gianni Schicchi,2013-05-09,7
de,Köln,Puccini,Il tabarro,2013-05-09,7
de,Köln,Puccini,Suor Angelica,2013-05-09,7
de,Köln,Schreker,Die Gezeichneten,2013-04-20,7
de,Köln,Tarkmann,Rauber Hotzenplotz,2012-10-27,17
de,Köln,Verdi,Attila,2013-06-21,2
de,Köln,Verdi,La forza del destino,2012-09-16,12
de,Köln,Vinci,L'Artaserse,2012-12-19,2
de,Köln,"Wagner, Richard",Parsifal,2013-03-29,6
de,Köln,Wolf-Ferrari,La cenerentola,2013-03-08,6
de,Landau,Mozart,Cosi fan tutte,2013-05-02,1
de,Landshut,Verdi,Rigoletto,2013-06-16,5
de,Leipzig,Frid,The Diary of Anne Frank,2012-10-17,1
de,Leipzig,Humperdinck,Hansel und Gretel,2012-11-30,8
de,Leipzig,Janacek,The Cunning Little Vixen,2012-11-10,2
de,Leipzig,"Kalman, E",Die Csardasfurstin,2012-11-03,10
de,Leipzig,Lehar,Das Furstenkind,2013-04-26,3
de,Leipzig,Lehar,Der Zarewitsch,2013-04-13,5
de,Leipzig,Lincke,Frau Luna,2013-06-01,12
de,Leipzig,Lortzing,Der Wildschutz,2013-03-29,4
de,Leipzig,Mozart,Cosi fan tutte,2013-01-26,3
de,Leipzig,Mozart,Die Zauberflote,2012-10-12,5
de,Leipzig,Puccini,La boheme,2012-12-09,4
de,Leipzig,Puccini,Tosca,2012-10-03,7
de,Leipzig,Rossini,Il barbiere di Siviglia,2012-10-31,4
de,Leipzig,"Strauss, J",Der Zigeunerbaron,2012-12-01,6
de,Leipzig,"Strauss, J",Die Fledermaus,2012-10-06,16
de,Leipzig,"Strauss, R",Ariadne auf Naxos,2012-09-22,4
de,Leipzig,Valtinoni,Pinocchio,2013-03-16,6
de,Leipzig,Verdi,Macbeth,2012-11-11,4
de,Leipzig,Verdi,Nabucco,2013-01-06,7
de,Leipzig,Verdi,Rigoletto,2012-10-13,8
de,Leipzig,"Wagner, Richard",Das Rheingold,2013-05-04,4
de,Leipzig,"Wagner, Richard",Der Ring (reduction),2013-01-19,7
de,Leipzig,"Wagner, Richard",Der fliegende Hollander,2013-05-26,1
de,Leipzig,"Wagner, Richard",Die Feen,2013-02-16,5
de,Leipzig,"Wagner, Richard",Die Meistersinger von Nurnberg,2013-01-13,3
de,Leipzig,"Wagner, Richard",Parsifal,2013-02-13,3
de,Leipzig,"Wagner, Richard","Rienzi, der letzte der Tribunen",2013-03-02,2
de,Leipzig,Weill,Aufstieg und Fall der Stadt Mahagonny,2012-11-23,6
de,Leverkusen,Gluck,Le cinesi,2012-09-09,1
de,Leverkusen,Mozart,Cosi fan tutte,2013-05-22,1
de,Leverkusen,Rushton,Leinen aus Smyrna,2012-11-24,3
de,Leverkusen,Schultz,Peters Bryllup,2013-06-16,1
de,Lippstadt,Verdi,Macbeth,2013-04-26,1
de,Lubeck,Humperdinck,Hansel und Gretel,2012-12-07,4
de,Lubeck,Korngold,Die tote Stadt,2013-04-05,7
de,Lubeck,Lehar,Das Land des Lachelns,2012-11-16,15
de,Lubeck,Mascagni,Cavalleria rusticana,2012-10-18,3
de,Lubeck,Massenet,Thais,2013-05-17,3
de,Lubeck,Mozart,Die Entfuhrung aus dem Serail,2012-10-26,3
de,Lubeck,Mozart,Idomeneo re di Creta,2013-02-22,7
de,Lubeck,"Strauss, R",Elektra,2012-10-12,10
de,Lubeck,Verdi,Macbeth,2013-01-11,12
de,Lubeck,"Wagner, Richard",Parsifal,2012-09-02,11
de,Ludwigshafen,Benatzky,Im weissen Rossl,2013-05-30,2
de,Ludwigshafen,Berg,Wozzeck,2013-06-27,1
de,Ludwigshafen,Mozart,Cosi fan tutte,2013-05-26,1
de,Luneburg,Handel,Giulio Cesare in Egitto,2013-01-11,9
de,Luneburg,Hilsberg,Die chinesische Nachtigall,2012-09-29,9
de,Luneburg,Humperdinck,Hansel und Gretel,2012-11-17,4
de,Luneburg,Lortzing,Zar und Zimmermann,2013-06-22,2
de,Luneburg,Puccini,Madama Butterfly,2013-03-02,11
de,Luneburg,"Strauss, J",Die Fledermaus,2012-10-11,12
de,Luneburg,"Tchaikovsky, P",Eugene Onegin,2012-09-22,13
de,Lünen,Verdi,Macbeth,2013-06-01,1
de,Magdeburg,Britten,A Midsummer Night's Dream,2013-01-26,6
de,Magdeburg,Donizetti,Lucia di Lammermoor,2013-01-11,4
de,Magdeburg,Donizetti,Maria Stuarda,2013-04-13,4
de,Magdeburg,Henze,El rey de Harlem,2013-04-12,1
de,Magdeburg,Humperdinck,Hansel und Gretel,2012-11-04,6
de,Magdeburg,Mozart,Die Entfuhrung aus dem Serail,2012-10-06,9
de,Magdeburg,Offenbach,Les contes d'Hoffmann,2013-02-07,4
de,Magdeburg,Orff,Carmina Burana,2012-10-07,7
de,Magdeburg,Puccini,Madama Butterfly,2012-12-07,4
de,Magdeburg,Verdi,Don Carlos,2012-09-15,6
de,Magdeburg,"Wagner, Richard",Tristan und Isolde,2013-05-11,4
de,Magdeburg,Weill,Die Dreigroschenoper,2012-10-20,5
de,Mainz,Henze,Der Prinz von Homburg,2013-01-12,6
de,Mainz,Mozart,Cosi fan tutte,2012-10-09,9
de,Mainz,Pallavicino,Gerusalemme liberata,2013-05-17,7
de,Mainz,"Strauss, R",Elektra,2012-09-07,9
de,Mainz,Suppe,Fatinitza,2012-11-02,13
de,Mainz,"Tchaikovsky, P",Eugene Onegin,2013-03-23,8
de,Mainz,Verdi,Macbeth,2013-06-09,4
de,Mainz,"Wagner, Richard",Tristan und Isolde,2013-04-20,3
de,Mannheim,"Bach, JC",Temistocle,2012-09-21,13
de,Mannheim,Britten,The Turn of the Screw,2013-07-12,3
de,Mannheim,Donizetti,Lucia di Lammermoor,2013-02-15,4
de,Mannheim,Humperdinck,Hansel und Gretel,2012-12-06,7
de,Mannheim,Massenet,Werther,2012-11-17,6
de,Mannheim,Mozart,Die Zauberflote,2012-10-30,11
de,Mannheim,Neuwirth,The Outcast,2012-10-14,3
de,Mannheim,Puccini,La fanciulla del West,2012-10-20,9
de,Mannheim,Puccini,Tosca,2012-12-12,5
de,Mannheim,Puccini,Turandot,2012-09-30,5
de,Mannheim,Ronchetti,Neumond,2013-06-04,3
de,Mannheim,Rossini,Il barbiere di Siviglia,2013-01-05,6
de,Mannheim,Schumann,Szenen aus Goethes Faust,2013-05-15,7
de,Mannheim,"Strauss, J",Die Fledermaus,2012-11-11,7
de,Mannheim,"Tchaikovsky, P",Eugene Onegin,2013-01-09,4
de,Mannheim,Verdi,Don Carlos,2013-02-02,15
de,Mannheim,Verdi,Otello,2013-05-29,4
de,Mannheim,Verdi,Simon Boccanegra,2013-07-25,1
de,Mannheim,Verdi,Un ballo in maschera,2012-11-18,5
de,Mannheim,"Wagner, Richard",Das Rheingold,2013-04-11,4
de,Mannheim,"Wagner, Richard",Die Walkure,2013-04-25,4
de,Mannheim,"Wagner, Richard",Gotterdammerung,2013-03-22,6
de,Mannheim,"Wagner, Richard",Lohengrin,2012-09-28,3
de,Mannheim,"Wagner, Richard",Parsifal,2013-03-29,3
de,Mannheim,"Wagner, Richard",Siegfried,2012-12-01,7
de,Mannheim,Weinberg,Der Idiot,2013-05-05,5
de,Meiningen,Bellini,I puritani,2013-07-05,3
de,Meiningen,"Kalman, E",Die Csardasfurstin,2012-09-28,12
de,Meiningen,Millocker,Der Bettelstudent,2013-05-10,7
de,Meiningen,Mozart,Die Zauberflote,2012-11-23,10
de,Meiningen,Mozart,Le nozze di Figaro,2013-01-26,5
de,Meiningen,Verdi,Un ballo in maschera,2012-10-27,1
de,Meiningen,"Wagner, Richard",Das Liebesverbot,2013-02-02,4
de,Meiningen,"Wagner, Richard",Tristan und Isolde,2013-03-01,8
de,Meißen,"Strauss, J",Der Zigeunerbaron,2012-10-28,1
de,Monschau,Verdi,Rigoletto,2013-08-24,1
de,Mönchengladbach,Bellini,Norma,2012-09-29,11
de,Mönchengladbach,Nicolai,Die lustigen Weiber von Windsor,2013-06-22,8
de,Mönchengladbach,"Nielsen, C",Maskarade,2013-04-12,4
de,Mönchengladbach,Puccini,Le Villi,2013-01-20,1
de,Mönchengladbach,Puccini,Suor Angelica,2013-01-20,1
de,Mönchengladbach,"Strauss, J",Die Fledermaus,2013-02-25,1
de,München,Beethoven,Fidelio,2012-09-30,6
de,München,Bellini,I Capuleti e i Montecchi,2013-02-18,3
de,München,Benatzky,Im weissen Rossl,2012-10-11,30
de,München,"Benjamin, G",Written on Skin,2013-07-23,1
de,München,Bizet,Carmen,2013-01-29,3
de,München,Cerha,Der Prasident,2013-06-01,6
de,München,Donizetti,Anna Bolena,2012-12-12,2
de,München,Donizetti,Don Pasquale,2012-10-25,9
de,München,Donizetti,L'elisir d'amore,2013-04-30,3
de,München,Donizetti,Lucrezia Borgia,2013-01-10,3
de,München,"Dvorak, A",Rusalka,2012-11-05,4
de,München,Henze,Elegy for Young Lovers,2013-05-03,4
de,München,Honegger,Jeanne d'Arc au bucher,2012-12-12,5
de,München,Humperdinck,Hansel und Gretel,2012-12-16,4
de,München,Humperdinck,Hansel und Gretel,2013-03-24,4
de,München,Janacek,Jenufa,2013-03-06,4
de,München,Millocker,Der Bettelstudent,2013-04-12,12
de,München,Mozart,Die Entfuhrung aus dem Serail,2013-04-12,3
de,München,Mozart,Die Zauberflote,2012-11-24,5
de,München,Mozart,Don Giovanni,2013-05-03,4
de,München,Musorgsky,Boris Godunov,2013-02-13,6
de,München,Musorgsky,Boris Godunov,2013-07-26,2
de,München,Offenbach,Les contes d'Hoffmann,2013-05-18,6
de,München,Pape,Sigurd Dragedraeber,2013-02-07,8
de,München,Poulenc,Dialogues des Carmelites,2012-10-28,3
de,München,Puccini,La boheme,2012-12-06,3
de,München,Puccini,Madama Butterfly,2013-01-14,2
de,München,Puccini,Tosca,2012-10-07,6
de,München,Puccini,Turandot,2012-11-22,4
de,München,Rossini,Il barbiere di Siviglia,2013-02-09,4
de,München,"Strauss, J",Die Fledermaus,2012-12-31,1
de,München,"Strauss, R",Ariadne auf Naxos,2013-03-17,4
de,München,"Strauss, R",Ariadne auf Naxos,2013-07-04,3
de,München,Verdi,Aida,2012-12-23,4
de,München,Verdi,Don Carlos,2013-07-25,2
de,München,Verdi,Falstaff,2013-07-06,1
de,München,Verdi,I due Foscari,2013-02-03,2
de,München,Verdi,Il trovatore,2013-07-01,3
de,München,Verdi,La traviata,2013-05-20,4
de,München,Verdi,La traviata,2013-07-09,1
de,München,Verdi,Macbeth,2013-05-05,4
de,München,Verdi,Macbeth,2013-07-29,1
de,München,Verdi,Otello,2013-04-06,3
de,München,Verdi,Otello,2013-07-16,1
de,München,Verdi,Rigoletto,2012-12-15,6
de,München,Verdi,Rigoletto,2013-07-17,3
de,München,Verdi,Simon Boccanegra,2013-06-03,5
de,München,Verdi,Simon Boccanegra,2013-07-12,1
de,München,"Wagner, Richard",Das Rheingold,2013-01-05,2
de,München,"Wagner, Richard",Das Rheingold,2013-07-13,1
de,München,"Wagner, Richard",Der fliegende Hollander,2013-04-14,3
de,München,"Wagner, Richard",Der fliegende Hollander,2013-06-28,1
de,München,"Wagner, Richard",Die Walkure,2013-01-06,2
de,München,"Wagner, Richard",Die Walkure,2013-07-14,1
de,München,"Wagner, Richard",Gotterdammerung,2013-01-13,2
de,München,"Wagner, Richard",Gotterdammerung,2013-07-18,1
de,München,"Wagner, Richard",Lohengrin,2012-11-11,3
de,München,"Wagner, Richard",Lohengrin,2013-07-03,1
de,München,"Wagner, Richard",Parsifal,2013-03-28,2
de,München,"Wagner, Richard",Parsifal,2013-07-31,1
de,München,"Wagner, Richard",Siegfried,2013-01-09,2
de,München,"Wagner, Richard",Siegfried,2013-07-15,1
de,München,"Wagner, Richard",Tannhauser,2012-09-23,4
de,München,"Wagner, Richard",Tannhauser,2013-06-29,1
de,München,"Wagner, Richard",Tristan und Isolde,2013-03-03,3
de,München,"Wagner, Richard",Tristan und Isolde,2013-07-11,1
de,München,Widmann,Babylon,2012-10-27,5
de,München,Widmann,Babylon,2013-07-21,1
de,Münster,Benatzky,Im weissen Rossl,2012-11-03,15
de,Münster,Gregoretti,La fugitiva,2013-04-13,5
de,Münster,Hindemith,Neues vom Tage,2013-03-02,9
de,Münster,Puccini,Tosca,2013-01-19,15
de,Münster,Rossini,Il barbiere di Siviglia,2012-09-08,13
de,Münster,"Strauss, R",Salome,2013-05-18,10
de,Münster,Verdi,La traviata,2012-10-19,4
de,Neumünster,Straus,Ein Walzertraum,2013-03-01,1
de,Neustadt an der Weinstraße,Mozart,Cosi fan tutte,2013-05-14,1
de,Neustrelitz,"Kalman, E",Grafin Mariza,2013-06-21,15
de,Neustrelitz,Lortzing,Undine,2012-10-20,7
de,Neustrelitz,Menotti,The Consul,2013-04-27,4
de,Neustrelitz,Mozart,Die Zauberflote,2013-03-16,5
de,Neustrelitz,Verdi,Rigoletto,2012-09-28,4
de,Neustrelitz,Zaufke,Cinderella passt was nicht,2012-11-10,8
de,Nienburg,Donizetti,Don Pasquale,2012-12-13,1
de,Nienburg,"Strauss, J",Eine Nacht in Venedig,2013-04-16,1
de,Nienburg,Straus,Ein Walzertraum,2012-11-12,1
de,Nienburg,"Wagner, Richard",Der fliegende Hollander,2013-04-23,1
de,Nordhausen,Cimarosa,Il matrimonio segreto,2013-05-03,4
de,Nordhausen,Giordano,Andrea Chenier,2013-01-25,6
de,Nordhausen,Humperdinck,Hansel und Gretel,2012-09-21,12
de,Nordhausen,Lehar,Der Graf von Luxemburg,2012-11-16,14
de,Nordhausen,Lincke,Casanova,2012-10-20,7
de,Nordhausen,Mozart,Die Zauberflote (reduction),2012-11-17,6
de,Nordhausen,Vinje,Prinzessin Anna,2012-10-16,3
de,Nordhausen,"Wagner, Richard",Der fliegende Hollander,2013-06-28,10
de,Nürnberg,Benatzky,Im weissen Rossl,2013-03-02,19
de,Nürnberg,Bizet,Carmen,2013-06-15,7
de,Nürnberg,Donizetti,La Fille du regiment,2012-10-13,5
de,Nürnberg,"Dvorak, A",Rusalka,2013-05-12,8
de,Nürnberg,Giordano,Andrea Chenier,2013-03-30,10
